Ashley Lab	US/CA/Stanford				
8/8/2016 16:23:31	77	8/8/2016 14:28:00	0.8727999926	8/8/2016 14:28:00	0
8/8/2016 16:23:34	78	8/8/2016 14:29:00	0.8727999926	8/8/2016 14:29:00	0
8/8/2016 16:23:37	79	8/8/2016 14:30:00	0.8727999926	8/8/2016 14:30:00	0
8/8/2016 16:23:40	79	8/8/2016 14:31:00	0.8727999926	8/8/2016 14:31:00	0
8/8/2016 16:23:42	79	8/8/2016 14:32:00	0.8727999926	8/8/2016 14:32:00	0
8/8/2016 16:23:44	80	8/8/2016 14:33:00	0.8727999926	8/8/2016 14:33:00	0
8/8/2016 16:23:46	81	8/8/2016 14:34:00	0.8727999926	8/8/2016 14:34:00	0
8/8/2016 16:23:49	82	8/8/2016 14:35:00	0.8727999926	8/8/2016 14:35:00	0
8/8/2016 16:23:52	82	8/8/2016 14:36:00	0.8727999926	8/8/2016 14:36:00	0
8/8/2016 16:23:53	83	8/8/2016 14:37:00	0.8727999926	8/8/2016 14:37:00	0
8/8/2016 16:23:56	84	8/8/2016 14:38:00	0.8727999926	8/8/2016 14:38:00	0
8/8/2016 16:23:59	84	8/8/2016 14:39:00	0.8727999926	8/8/2016 14:39:00	0
8/8/2016 16:24:00	85	8/8/2016 14:40:00	0.8727999926	8/8/2016 14:40:00	0
8/8/2016 16:24:02	86	8/8/2016 14:41:00	0.8727999926	8/8/2016 14:41:00	0
8/8/2016 16:24:04	87	8/8/2016 14:42:00	0.8727999926	8/8/2016 14:42:00	0
8/8/2016 16:24:06	88	8/8/2016 14:43:00	0.8727999926	8/8/2016 14:43:00	0
8/8/2016 16:24:07	88	8/8/2016 14:44:00	0.8727999926	8/8/2016 14:44:00	0
8/8/2016 16:24:10	88	8/8/2016 14:45:00	0.8727999926	8/8/2016 14:45:00	0
8/8/2016 16:24:13	88	8/8/2016 14:46:00	0.8727999926	8/8/2016 14:46:00	0
8/8/2016 16:24:15	89	8/8/2016 14:47:00	0.8727999926	8/8/2016 14:47:00	0
8/8/2016 16:24:17	90	8/8/2016 14:48:00	0.8727999926	8/8/2016 14:48:00	0
8/8/2016 16:24:19	91	8/8/2016 14:49:00	0.8727999926	8/8/2016 14:49:00	0
8/8/2016 16:24:21	92	8/8/2016 14:50:00	0.8727999926	8/8/2016 14:50:00	0
8/8/2016 16:24:24	90	8/8/2016 14:51:00	0.8727999926	8/8/2016 14:51:00	0
8/8/2016 16:24:25	90	8/8/2016 14:52:00	0.8727999926	8/8/2016 14:52:00	0
8/8/2016 16:24:26	89	8/8/2016 14:53:00	0.8727999926	8/8/2016 14:53:00	0
8/8/2016 16:24:28	89	8/8/2016 14:54:00	0.8727999926	8/8/2016 14:54:00	0
8/8/2016 16:24:31	89	8/8/2016 14:55:00	0.8727999926	8/8/2016 14:55:00	0
8/8/2016 16:24:34	89	8/8/2016 14:56:00	0.8727999926	8/8/2016 14:56:00	0
8/8/2016 16:24:37	89	8/8/2016 14:57:00	0.8727999926	8/8/2016 14:57:00	0
8/8/2016 16:24:38	87	8/8/2016 14:58:00	0.8727999926	8/8/2016 14:58:00	0
8/8/2016 16:24:39	87	8/8/2016 14:59:00	0.8727999926	8/8/2016 14:59:00	0
8/8/2016 16:24:40	86	8/8/2016 15:00:00	0.8727999926	8/8/2016 15:00:00	0
8/8/2016 16:24:43	86	8/8/2016 15:01:00	0.8727999926	8/8/2016 15:01:00	0
8/8/2016 16:24:46	86	8/8/2016 15:02:00	0.8727999926	8/8/2016 15:02:00	0
8/8/2016 16:24:48	87	8/8/2016 15:03:00	0.8727999926	8/8/2016 15:03:00	0
8/8/2016 16:24:51	87	8/8/2016 15:04:00	0.8727999926	8/8/2016 15:04:00	0
8/8/2016 16:24:54	87	8/8/2016 15:05:00	0.8727999926	8/8/2016 15:05:00	0
8/8/2016 16:24:57	87	8/8/2016 15:06:00	0.8727999926	8/8/2016 15:06:00	0
8/8/2016 16:25:00	87	8/8/2016 15:07:00	0.8727999926	8/8/2016 15:07:00	0
8/8/2016 16:25:03	87	8/8/2016 15:08:00	0.8727999926	8/8/2016 15:08:00	0
8/8/2016 16:25:04	88	8/8/2016 15:09:00	0.8727999926	8/8/2016 15:09:00	0
8/8/2016 16:25:07	88	8/8/2016 15:10:00	0.8727999926	8/8/2016 15:10:00	0
8/8/2016 16:25:10	88	8/8/2016 15:11:00	0.8727999926	8/8/2016 15:11:00	0
8/8/2016 16:25:11	89	8/8/2016 15:12:00	0.8727999926	8/8/2016 15:12:00	0
8/8/2016 16:25:14	89	8/8/2016 15:13:00	0.8727999926	8/8/2016 15:13:00	0
8/8/2016 16:25:17	89	8/8/2016 15:14:00	0.8727999926	8/8/2016 15:14:00	0
8/8/2016 16:25:20	89	8/8/2016 15:15:00	0.8727999926	8/8/2016 15:15:00	0
8/8/2016 16:25:21	90	8/8/2016 15:16:00	0.8727999926	8/8/2016 15:16:00	0
8/8/2016 16:25:24	90	8/8/2016 15:17:00	0.8727999926	8/8/2016 15:17:00	0
8/8/2016 16:25:25	90	8/8/2016 15:18:00	0.8727999926	8/8/2016 15:18:00	0
8/8/2016 16:25:26	91	8/8/2016 15:19:00	0.8727999926	8/8/2016 15:19:00	0
8/8/2016 16:25:29	91	8/8/2016 15:20:00	0.8727999926	8/8/2016 15:20:00	0
8/8/2016 16:25:32	91	8/8/2016 15:21:00	0.8727999926	8/8/2016 15:21:00	0
8/8/2016 16:25:35	91	8/8/2016 15:22:00	0.8727999926	8/8/2016 15:22:00	0
8/8/2016 16:25:38	91	8/8/2016 15:23:00	0.8727999926	8/8/2016 15:23:00	0
8/8/2016 16:25:40	92	8/8/2016 15:24:00	0.8727999926	8/8/2016 15:24:00	0
8/8/2016 16:25:43	92	8/8/2016 15:25:00	0.8727999926	8/8/2016 15:25:00	0
8/8/2016 16:25:46	92	8/8/2016 15:26:00	0.8727999926	8/8/2016 15:26:00	0
8/8/2016 16:25:49	92	8/8/2016 15:27:00	0.8727999926	8/8/2016 15:27:00	0
8/8/2016 16:25:52	92	8/8/2016 15:28:00	0.8727999926	8/8/2016 15:28:00	0
8/8/2016 16:25:55	92	8/8/2016 15:29:00	0.8727999926	8/8/2016 15:29:00	0
8/8/2016 16:25:58	92	8/8/2016 15:30:00	0.8727999926	8/8/2016 15:30:00	0
8/8/2016 16:26:01	92	8/8/2016 15:31:00	0.8727999926	8/8/2016 15:31:00	0
8/8/2016 16:26:04	92	8/8/2016 15:32:00	0.8727999926	8/8/2016 15:32:00	0
8/8/2016 16:26:07	92	8/8/2016 15:33:00	0.8727999926	8/8/2016 15:33:00	0
8/8/2016 16:26:10	92	8/8/2016 15:34:00	0.8727999926	8/8/2016 15:34:00	0
8/8/2016 16:26:13	92	8/8/2016 15:35:00	0.8727999926	8/8/2016 15:35:00	0
8/8/2016 16:26:14	93	8/8/2016 15:36:00	0.8727999926	8/8/2016 15:36:00	0
8/8/2016 16:26:17	93	8/8/2016 15:37:00	0.8727999926	8/8/2016 15:37:00	0
8/8/2016 16:26:18	92	8/8/2016 15:38:00	0.8727999926	8/8/2016 15:38:00	0
8/8/2016 16:26:21	92	8/8/2016 15:39:00	0.8727999926	8/8/2016 15:39:00	0
8/8/2016 16:26:22	91	8/8/2016 15:40:00	0.8727999926	8/8/2016 15:40:00	0
8/8/2016 16:26:25	91	8/8/2016 15:41:00	0.8727999926	8/8/2016 15:41:00	0
8/8/2016 16:26:28	91	8/8/2016 15:42:00	0.8727999926	8/8/2016 15:42:00	0
8/8/2016 16:26:31	91	8/8/2016 15:43:00	0.8727999926	8/8/2016 15:43:00	0
8/8/2016 16:26:34	91	8/8/2016 15:44:00	0.8727999926	8/8/2016 15:44:00	0
8/8/2016 16:26:37	91	8/8/2016 15:45:00	0.8727999926	8/8/2016 15:45:00	0
8/8/2016 16:26:38	90	8/8/2016 15:46:00	0.8727999926	8/8/2016 15:46:00	0
8/8/2016 16:26:39	88	8/8/2016 15:47:00	0.8727999926	8/8/2016 15:47:00	0
8/8/2016 16:26:40	87	8/8/2016 15:48:00	0.8727999926	8/8/2016 15:48:00	0
8/8/2016 16:26:43	87	8/8/2016 15:49:00	0.8727999926	8/8/2016 15:49:00	0
8/8/2016 16:26:46	87	8/8/2016 15:50:00	0.8727999926	8/8/2016 15:50:00	0
8/8/2016 16:26:49	87	8/8/2016 15:51:00	0.8727999926	8/8/2016 15:51:00	0
8/8/2016 16:26:52	87	8/8/2016 15:52:00	0.8727999926	8/8/2016 15:52:00	0
8/8/2016 16:26:55	87	8/8/2016 15:53:00	0.8727999926	8/8/2016 15:53:00	0
8/8/2016 16:26:58	87	8/8/2016 15:54:00	0.8727999926	8/8/2016 15:54:00	0
8/8/2016 16:27:01	87	8/8/2016 15:55:00	0.8727999926	8/8/2016 15:55:00	0
8/8/2016 16:27:04	87	8/8/2016 15:56:00	0.8727999926	8/8/2016 15:56:00	0
8/8/2016 16:27:07	87	8/8/2016 15:57:00	0.8727999926	8/8/2016 15:57:00	0
8/8/2016 16:27:10	87	8/8/2016 15:58:00	0.8727999926	8/8/2016 15:58:00	0
8/8/2016 16:27:13	87	8/8/2016 15:59:00	0.8727999926	8/8/2016 15:59:00	0
8/8/2016 16:27:16	87	8/8/2016 16:00:00	0.8727999926	8/8/2016 16:00:00	0
8/8/2016 16:27:19	87	8/8/2016 16:01:00	0.8727999926	8/8/2016 16:01:00	0
8/8/2016 16:27:22	87	8/8/2016 16:02:00	0.8727999926	8/8/2016 16:02:00	0
8/8/2016 16:27:25	88	8/8/2016 16:03:00	0.8727999926	8/8/2016 16:03:00	0
8/8/2016 16:27:28	88	8/8/2016 16:04:00	0.8727999926	8/8/2016 16:04:00	0
8/8/2016 16:27:31	88	8/8/2016 16:05:00	0.8727999926	8/8/2016 16:05:00	0
8/8/2016 16:27:34	88	8/8/2016 16:06:00	0.8727999926	8/8/2016 16:06:00	0
8/8/2016 16:27:35	88	8/8/2016 16:07:00	0.8727999926	8/8/2016 16:07:00	0
8/8/2016 16:27:38	89	8/8/2016 16:08:00	0.8727999926	8/8/2016 16:08:00	0
8/8/2016 16:27:41	89	8/8/2016 16:09:00	2.7929599285	8/8/2016 16:09:00	24
8/8/2016 16:27:42	90	8/8/2016 16:10:00	0.9600800276	8/8/2016 16:10:00	0
8/8/2016 16:27:45	90	8/8/2016 16:11:00	0.9600800276	8/8/2016 16:11:00	0
8/8/2016 16:27:48	90	8/8/2016 16:12:00	0.9600800276	8/8/2016 16:12:00	0
8/8/2016 16:27:49	89	8/8/2016 16:13:00	0.8727999926	8/8/2016 16:13:00	0
8/8/2016 16:27:50	88	8/8/2016 16:14:00	0.9600800276	8/8/2016 16:14:00	0
8/8/2016 16:27:53	88	8/8/2016 16:15:00	0.9600800276	8/8/2016 16:15:00	0
8/8/2016 16:27:56	87	8/8/2016 16:16:00	0.8727999926	8/8/2016 16:16:00	0
8/8/2016 16:27:59	87	8/8/2016 16:17:00	0.8727999926	8/8/2016 16:17:00	0
8/8/2016 16:28:02	87	8/8/2016 16:18:00	0.8727999926	8/8/2016 16:18:00	0
8/8/2016 16:28:05	86	8/8/2016 16:19:00	0.8727999926	8/8/2016 16:19:00	0
8/8/2016 16:28:06	85	8/8/2016 16:20:00	0.9600800276	8/8/2016 16:20:00	0
8/8/2016 16:28:07	84	8/8/2016 16:21:00	0.8727999926	8/8/2016 16:21:00	0
8/8/2016 16:28:10	84	8/8/2016 16:22:00	0.8727999926	8/8/2016 16:22:00	0
8/8/2016 16:28:13	84	8/8/2016 16:23:00	0.8727999926	8/8/2016 16:23:00	0
8/8/2016 16:28:16	84	8/8/2016 16:24:00	0.9600800276	8/8/2016 16:24:00	0
8/8/2016 16:28:19	84	8/8/2016 16:25:00	0.9600800276	8/8/2016 16:25:00	0
8/8/2016 16:28:22	84	8/8/2016 16:26:00	0.9600800276	8/8/2016 16:26:00	0
8/8/2016 16:28:25	84	8/8/2016 16:27:00	0.8727999926	8/8/2016 16:27:00	0
8/8/2016 16:28:28	84	8/8/2016 16:28:00	0.8727999926	8/8/2016 16:28:00	0
8/8/2016 16:28:31	84	8/8/2016 16:29:00	0.8727999926	8/8/2016 16:29:00	0
8/8/2016 16:28:34	84	8/8/2016 16:30:00	0.8727999926	8/8/2016 16:30:00	0
8/8/2016 16:28:37	84	8/8/2016 16:31:00	3.1420800686	8/8/2016 16:31:00	62
8/8/2016 16:28:39	83	8/8/2016 16:32:00	2.4438400269	8/8/2016 16:32:00	25
8/8/2016 16:28:41	82	8/8/2016 16:33:00	0.8727999926	8/8/2016 16:33:00	0
8/8/2016 16:28:43	81	8/8/2016 16:34:00	0.8727999926	8/8/2016 16:34:00	0
8/8/2016 16:28:44	77	8/8/2016 16:35:00	3.4911999702	8/8/2016 16:35:00	63
8/8/2016 16:28:45	77	8/8/2016 16:36:00	2.6184000969	8/8/2016 16:36:00	28
8/8/2016 16:28:46	77	8/8/2016 16:37:00	0.8727999926	8/8/2016 16:37:00	0
8/8/2016 16:28:47	77	8/8/2016 16:38:00	2.7929599285	8/8/2016 16:38:00	34
8/8/2016 16:28:50	77	8/8/2016 16:39:00	6.2841601372	8/8/2016 16:39:00	96
8/8/2016 16:28:51	77	8/8/2016 16:40:00	2.7929599285	8/8/2016 16:40:00	41
8/8/2016 16:28:54	77	8/8/2016 16:41:00	0.8727999926	8/8/2016 16:41:00	0
8/8/2016 16:28:57	77	8/8/2016 16:42:00	3.1420800686	8/8/2016 16:42:00	60
8/8/2016 16:29:00	77	8/8/2016 16:43:00	5.2368001938	8/8/2016 16:43:00	111
8/8/2016 16:29:03	77	8/8/2016 16:44:00	5.411359787	8/8/2016 16:44:00	125
8/8/2016 16:29:06	77	8/8/2016 16:45:00	4.8876800537	8/8/2016 16:45:00	106
8/8/2016 16:29:07	76	8/8/2016 16:46:00	5.2368001938	8/8/2016 16:46:00	120
8/8/2016 16:29:10	76	8/8/2016 16:47:00	5.411359787	8/8/2016 16:47:00	124
8/8/2016 16:29:13	76	8/8/2016 16:48:00	3.3166399002	8/8/2016 16:48:00	53
8/8/2016 16:29:16	76	8/8/2016 16:49:00	5.585919857	8/8/2016 16:49:00	122
8/8/2016 16:29:19	76	8/8/2016 16:50:00	5.585919857	8/8/2016 16:50:00	117
8/8/2016 16:29:22	76	8/8/2016 16:51:00	5.411359787	8/8/2016 16:51:00	120
8/8/2016 16:29:25	76	8/8/2016 16:52:00	3.1420800686	8/8/2016 16:52:00	47
8/8/2016 16:29:28	76	8/8/2016 16:53:00	0.8727999926	8/8/2016 16:53:00	0
8/8/2016 16:29:31	76	8/8/2016 16:54:00	4.5385599136	8/8/2016 16:54:00	83
8/8/2016 16:29:34	76	8/8/2016 16:55:00	4.0148801804	8/8/2016 16:55:00	112
8/8/2016 16:29:37	76	8/8/2016 16:56:00	0.8727999926	8/8/2016 16:56:00	0
8/8/2016 16:29:40	76	8/8/2016 16:57:00	0.8727999926	8/8/2016 16:57:00	0
8/8/2016 16:29:43	76	8/8/2016 16:58:00	0.8727999926	8/8/2016 16:58:00	0
8/8/2016 16:29:46	76	8/8/2016 16:59:00	0.8727999926	8/8/2016 16:59:00	0
8/8/2016 16:29:49	76	8/8/2016 17:00:00	0.8727999926	8/8/2016 17:00:00	0
8/8/2016 16:29:51	76	8/8/2016 17:01:00	0.8727999926	8/8/2016 17:01:00	0
8/8/2016 16:29:54	76	8/8/2016 17:02:00	0.8727999926	8/8/2016 17:02:00	0
8/8/2016 16:29:57	76	8/8/2016 17:03:00	0.8727999926	8/8/2016 17:03:00	0
8/8/2016 16:30:00	76	8/8/2016 17:04:00	0.8727999926	8/8/2016 17:04:00	0
8/8/2016 16:30:03	76	8/8/2016 17:05:00	0.8727999926	8/8/2016 17:05:00	0
8/8/2016 16:30:06	76	8/8/2016 17:06:00	0.8727999926	8/8/2016 17:06:00	0
8/8/2016 16:30:07	75	8/8/2016 17:07:00	0.8727999926	8/8/2016 17:07:00	0
8/8/2016 16:30:10	75	8/8/2016 17:08:00	0.8727999926	8/8/2016 17:08:00	0
8/8/2016 16:30:13	75	8/8/2016 17:09:00	0.8727999926	8/8/2016 17:09:00	0
8/8/2016 16:30:16	75	8/8/2016 17:10:00	0.8727999926	8/8/2016 17:10:00	0
8/8/2016 16:30:19	75	8/8/2016 17:11:00	0.8727999926	8/8/2016 17:11:00	0
8/8/2016 16:30:20	76	8/8/2016 17:12:00	0.8727999926	8/8/2016 17:12:00	0
8/8/2016 16:30:23	76	8/8/2016 17:13:00	0.8727999926	8/8/2016 17:13:00	0
8/8/2016 16:30:26	76	8/8/2016 17:14:00	0.8727999926	8/8/2016 17:14:00	0
8/8/2016 16:30:27	77	8/8/2016 17:15:00	0.8727999926	8/8/2016 17:15:00	0
8/8/2016 16:30:29	78	8/8/2016 17:16:00	0.8727999926	8/8/2016 17:16:00	0
8/8/2016 16:30:31	79	8/8/2016 17:17:00	0.8727999926	8/8/2016 17:17:00	0
8/8/2016 16:30:33	80	8/8/2016 17:18:00	0.8727999926	8/8/2016 17:18:00	0
8/8/2016 16:30:36	80	8/8/2016 17:19:00	0.8727999926	8/8/2016 17:19:00	0
8/8/2016 16:30:39	80	8/8/2016 17:20:00	0.8727999926	8/8/2016 17:20:00	0
8/8/2016 16:30:40	80	8/8/2016 17:21:00	0.8727999926	8/8/2016 17:21:00	0
8/8/2016 16:30:42	81	8/8/2016 17:22:00	0.8727999926	8/8/2016 17:22:00	0
8/8/2016 16:30:45	81	8/8/2016 17:23:00	0.8727999926	8/8/2016 17:23:00	0
8/8/2016 16:30:48	82	8/8/2016 17:24:00	0.8727999926	8/8/2016 17:24:00	0
8/8/2016 16:30:51	82	8/8/2016 17:25:00	0.8727999926	8/8/2016 17:25:00	0
8/8/2016 16:30:54	82	8/8/2016 17:26:00	0.8727999926	8/8/2016 17:26:00	0
8/8/2016 16:30:56	83	8/8/2016 17:27:00	0.8727999926	8/8/2016 17:27:00	0
8/8/2016 16:30:59	84	8/8/2016 17:28:00	0.8727999926	8/8/2016 17:28:00	0
8/8/2016 16:31:02	84	8/8/2016 17:29:00	0.8727999926	8/8/2016 17:29:00	0
8/8/2016 16:31:05	84	8/8/2016 17:30:00	0.8727999926	8/8/2016 17:30:00	0
8/8/2016 16:31:08	85	8/8/2016 17:31:00	0.8727999926	8/8/2016 17:31:00	0
8/8/2016 16:31:10	86	8/8/2016 17:32:00	0.8727999926	8/8/2016 17:32:00	0
8/8/2016 16:31:11	87	8/8/2016 17:33:00	0.8727999926	8/8/2016 17:33:00	0
8/8/2016 16:31:12	87	8/8/2016 17:34:00	0.8727999926	8/8/2016 17:34:00	0
8/8/2016 16:31:13	88	8/8/2016 17:35:00	0.8727999926	8/8/2016 17:35:00	0
8/8/2016 16:31:14	89	8/8/2016 17:36:00	0.8727999926	8/8/2016 17:36:00	0
8/8/2016 16:31:15	89	8/8/2016 17:37:00	0.8727999926	8/8/2016 17:37:00	0
8/8/2016 16:31:16	89	8/8/2016 17:38:00	0.8727999926	8/8/2016 17:38:00	0
8/8/2016 16:31:19	89	8/8/2016 17:39:00	0.8727999926	8/8/2016 17:39:00	0
8/8/2016 16:31:21	90	8/8/2016 17:40:00	0.8727999926	8/8/2016 17:40:00	0
8/8/2016 16:31:24	90	8/8/2016 17:41:00	0.8727999926	8/8/2016 17:41:00	0
8/8/2016 16:31:27	90	8/8/2016 17:42:00	0.8727999926	8/8/2016 17:42:00	0
8/8/2016 16:31:29	91	8/8/2016 17:43:00	0.8727999926	8/8/2016 17:43:00	0
8/8/2016 16:31:30	91	8/8/2016 17:44:00	0.8727999926	8/8/2016 17:44:00	0
8/8/2016 16:31:31	92	8/8/2016 17:45:00	0.8727999926	8/8/2016 17:45:00	0
8/8/2016 16:31:34	92	8/8/2016 17:46:00	0.8727999926	8/8/2016 17:46:00	0
8/8/2016 16:31:37	92	8/8/2016 17:47:00	0.8727999926	8/8/2016 17:47:00	0
8/8/2016 16:31:38	93	8/8/2016 17:48:00	0.8727999926	8/8/2016 17:48:00	0
8/8/2016 16:31:41	93	8/8/2016 17:49:00	0.8727999926	8/8/2016 17:49:00	0
8/8/2016 16:31:44	93	8/8/2016 17:50:00	0.8727999926	8/8/2016 17:50:00	0
8/8/2016 16:31:45	94	8/8/2016 17:51:00	0.8727999926	8/8/2016 17:51:00	0
8/8/2016 16:31:48	94	8/8/2016 17:52:00	0.8727999926	8/8/2016 17:52:00	0
8/8/2016 16:31:51	94	8/8/2016 17:53:00	0.8727999926	8/8/2016 17:53:00	0
8/8/2016 16:31:53	86	8/8/2016 17:54:00	0.8727999926	8/8/2016 17:54:00	0
8/8/2016 16:31:54	85	8/8/2016 17:55:00	0.8727999926	8/8/2016 17:55:00	0
8/8/2016 16:31:55	84	8/8/2016 17:56:00	0.8727999926	8/8/2016 17:56:00	0
8/8/2016 16:31:56	84	8/8/2016 17:57:00	0.8727999926	8/8/2016 17:57:00	0
8/8/2016 16:31:58	82	8/8/2016 17:58:00	0.8727999926	8/8/2016 17:58:00	0
8/8/2016 16:31:59	82	8/8/2016 17:59:00	0.8727999926	8/8/2016 17:59:00	0
8/8/2016 16:32:02	81	8/8/2016 18:00:00	0.8727999926	8/8/2016 18:00:00	0
8/8/2016 16:32:03	81	8/8/2016 18:01:00	0.8727999926	8/8/2016 18:01:00	0
8/8/2016 16:32:06	82	8/8/2016 18:02:00	0.8727999926	8/8/2016 18:02:00	0
8/8/2016 16:32:07	82	8/8/2016 18:03:00	0.8727999926	8/8/2016 18:03:00	0
8/8/2016 16:32:10	82	8/8/2016 18:04:00	0.8727999926	8/8/2016 18:04:00	0
8/8/2016 16:32:13	82	8/8/2016 18:05:00	0.8727999926	8/8/2016 18:05:00	0
8/8/2016 16:32:16	82	8/8/2016 18:06:00	0.8727999926	8/8/2016 18:06:00	0
8/8/2016 16:32:19	82	8/8/2016 18:07:00	0.8727999926	8/8/2016 18:07:00	0
8/8/2016 16:32:22	82	8/8/2016 18:08:00	0.8727999926	8/8/2016 18:08:00	0
8/8/2016 16:32:25	82	8/8/2016 18:09:00	0.8727999926	8/8/2016 18:09:00	0
8/8/2016 16:32:28	82	8/8/2016 18:10:00	0.8727999926	8/8/2016 18:10:00	0
8/8/2016 16:32:31	82	8/8/2016 18:11:00	0.8727999926	8/8/2016 18:11:00	0
8/8/2016 16:32:33	82	8/8/2016 18:12:00	0.8727999926	8/8/2016 18:12:00	0
8/8/2016 16:32:36	82	8/8/2016 18:13:00	0.8727999926	8/8/2016 18:13:00	0
8/8/2016 16:32:39	82	8/8/2016 18:14:00	0.8727999926	8/8/2016 18:14:00	0
8/8/2016 16:32:42	82	8/8/2016 18:15:00	0.8727999926	8/8/2016 18:15:00	0
8/8/2016 16:32:45	82	8/8/2016 18:16:00	0.8727999926	8/8/2016 18:16:00	0
8/8/2016 16:32:48	82	8/8/2016 18:17:00	0.8727999926	8/8/2016 18:17:00	0
